R,S,X,Time
1.0,0.0,0.0,2.45
1.0,0.0,0.0,2.46
1.0,0.0,0.0,2.47
1.0,0.0,0.0,2.48
1.0,0.0,0.0,2.49
1.0,0.0,0.0,2.5
1.0,0.0,0.0,2.51
1.0,0.0,0.0,2.52
1.0,0.0,0.0,2.53
1.0,0.0,0.0,2.54
1.0,0.0,0.0,2.55
1.0,0.0,0.0,2.56
1.0,0.0,0.0,2.57
1.0,0.0,0.0,2.58
1.0,0.0,0.0,2.59
1.0,0.0,0.0,2.6
1.0,0.0,0.0,2.61
1.0,0.0,0.0,2.62
1.0,0.0,0.0,2.63
1.0,0.0,0.0,2.64
1.0,0.0,0.0,2.65
1.0,0.0,0.0,2.66
1.0,0.0,0.0,2.67
1.0,0.0,0.0,2.68
1.0,0.0,0.0,2.69
1.0,0.0,0.0,2.7
1.0,0.0,0.0,2.71
1.0,0.0,0.0,2.72
1.0,0.0,0.0,2.73
1.0,0.0,0.0,2.74
1.0,0.0,0.0,2.75
1.0,0.0,0.0,2.76
1.0,0.0,0.0,2.77
1.0,0.0,0.0,2.78
1.0,0.0,0.0,2.79
1.0,0.0,0.0,2.8
1.0,0.0,0.0,2.81
1.0,0.0,0.0,2.82
1.0,0.0,0.0,2.83
1.0,0.0,0.0,2.84
1.0,0.0,0.0,2.85
1.0,0.0,0.0,2.86
1.0,0.0,0.0,2.87
1.0,0.0,0.0,2.88
1.0,0.0,0.0,2.89
1.0,0.0,0.0,2.9
1.0,0.0,0.0,2.91
1.0,0.0,0.0,2.92
1.0,0.0,0.0,2.93
1.0,0.0,0.0,2.94
1.0,0.0,0.0,2.95
1.0,0.0,0.0,2.96
1.0,0.0,0.0,2.97
1.0,0.0,0.0,2.98
1.0,0.0,0.0,2.99
1.0,0.0,0.0,3.0
1.0,0.0,0.0,3.01
1.0,0.0,0.0,3.02
1.0,0.0,0.0,3.03
1.0,0.0,0.0,3.04
1.0,0.0,0.0,3.05
1.0,0.0,0.0,3.06
1.0,0.0,0.0,3.07
1.0,0.0,0.0,3.08
1.0,0.0,0.0,3.09
1.0,0.0,0.0,3.1
1.0,0.0,0.0,3.11
1.0,0.0,0.0,3.12
1.0,0.0,0.0,3.13
1.0,0.0,0.0,3.14
1.0,0.0,0.0,3.15
1.0,0.0,0.0,3.16
1.0,0.0,0.0,3.17
1.0,0.0,0.0,3.18
1.0,0.0,0.0,3.19
1.0,0.0,0.0,3.2
1.0,0.0,0.0,3.21
1.0,0.0,0.0,3.22
1.0,0.0,0.0,3.23
1.0,0.0,0.0,3.24
1.0,0.0,0.0,3.25
1.0,0.0,0.0,3.26
1.0,0.0,0.0,3.27
1.0,0.0,0.0,3.28
1.0,0.0,0.0,3.29
1.0,0.0,0.0,3.3
1.0,0.0,0.0,3.31
1.0,0.0,0.0,3.32
1.0,0.0,0.0,3.33
1.0,0.0,0.0,3.34
1.0,0.0,0.0,3.35
1.0,0.0,0.0,3.36
1.0,0.0,0.0,3.37
1.0,0.0,0.0,3.38
1.0,0.0,0.0,3.39
1.0,0.0,0.0,3.4
1.0,0.0,0.0,3.41
1.0,0.0,0.0,3.42
1.0,0.0,0.0,3.43
1.0,0.0,0.0,3.44
1.0,0.0,0.0,3.45
1.0,0.0,0.0,3.46
1.0,0.0,0.0,3.47
1.0,0.0,0.0,3.48
1.0,0.0,0.0,3.49
1.0,0.0,0.0,3.5
1.0,0.0,0.0,3.51
1.0,0.0,0.0,3.52
1.0,0.0,0.0,3.53
1.0,0.0,0.0,3.54
1.0,0.0,0.0,3.55
1.0,0.0,0.0,3.56
1.0,0.0,0.0,3.57
1.0,0.0,0.0,3.58
1.0,0.0,0.0,3.59
1.0,0.0,0.0,3.6
1.0,0.0,0.0,3.61
1.0,0.0,0.0,3.62
1.0,0.0,0.0,3.63
1.0,0.0,0.0,3.64
1.0,0.0,0.0,3.65
1.0,0.0,0.0,3.66
1.0,0.0,0.0,3.67
1.0,0.0,0.0,3.68
1.0,0.0,0.0,3.69
1.0,0.0,0.0,3.7
1.0,0.0,0.0,3.71
1.0,0.0,0.0,3.72
1.0,0.0,0.0,3.73
1.0,0.0,0.0,3.74
1.0,0.0,0.0,3.75
1.0,0.0,0.0,3.76
1.0,0.0,0.0,3.77
1.0,0.0,0.0,3.78
1.0,0.0,0.0,3.79
1.0,0.0,0.0,3.8
1.0,0.0,0.0,3.81
1.0,0.0,0.0,3.82
1.0,0.0,0.0,3.83
1.0,0.0,0.0,3.84
1.0,0.0,0.0,3.85
1.0,0.0,0.0,3.86
1.0,0.0,0.0,3.87
1.0,0.0,0.0,3.88
1.0,0.0,0.0,3.89
1.0,0.0,0.0,3.9
1.0,0.0,0.0,3.91
1.0,0.0,0.0,3.92
1.0,0.0,0.0,3.93
1.0,0.0,0.0,3.94
1.0,0.0,0.0,3.95
1.0,0.0,0.0,3.96
1.0,0.0,0.0,3.97
1.0,0.0,0.0,3.98
1.0,0.0,0.0,3.99
1.0000000000005256,1.0,2.6275578729042253e-13,4.0
1.0198990091755216,1.0,0.009950166251137472,4.01
1.0395921469077474,1.0,0.019801326693513345,4.02
1.0590737442398546,1.0,0.02955446645172642,4.03
1.0783383536143603,1.0,0.039210560847902545,4.04
1.0973807491926697,1.0,0.04877057549950228,4.05
1.1161959266022479,1.0,0.05823546641470799,4.06
1.1347791016299038,1.0,0.06760618008354004,4.07
1.1531257121686123,1.0,0.07688365358196882,4.08
1.171231417267946,1.0,0.08606881466454094,4.09
1.1890920963932958,1.0,0.09516258185788562,4.1
1.2067038485661568,1.0,0.1041658645538086,4.11
1.2240629912437848,1.0,0.11307956310139981,4.12
1.241166058014687,1.0,0.12190456889343461,4.13
1.2580097894102227,1.0,0.13064176441784295,4.14
1.2745911407060393,1.0,0.13929202339660568,4.15
1.2909072778975867,1.0,0.14785621086439482,4.16
1.3069555736976468,1.0,0.15633518324768958,4.17
1.3227336045534284,1.0,0.16472978844946307,4.18
1.3382391473856972,1.0,0.17304086593280354,4.19
1.353470177067354,1.0,0.1812692468050024,4.2
1.3684248819809273,1.0,0.1894157539283958,4.21
1.3831016400821805,1.0,0.1974812019707036,4.22
1.3974990137187864,1.0,0.20546639748314188,4.23
1.4116157507711404,1.0,0.21337213898746413,4.24
1.4254507804806738,1.0,0.22119921705430906,4.25
1.4390032090445048,1.0,0.22894841438053837,4.26
1.4522723154164119,1.0,0.23662050586638203,4.27
1.465257577879078,1.0,0.24421625874848285,4.28
1.4779586466592685,1.0,0.2517364326333375,4.29
1.490375324632436,1.0,0.2591817795450146,4.3
1.5025075758296569,1.0,0.2665530440233181,4.31
1.5143555209763109,1.0,0.273850963197579,4.32
1.5259194328765893,1.0,0.2810762668595862,4.33
1.537199731643845,1.0,0.288229677535666,4.34
1.5481969978742696,1.0,0.29531191057777006,4.35
1.5589119639734133,1.0,0.30232367422988904,4.36
1.5693454881042057,1.0,0.30926566967469277,4.37
1.579498562031683,1.0,0.31613859111670795,4.38
1.5893723065492034,1.0,0.3229431258511658,4.39
1.5989679668080583,1.0,0.32967995433205916,4.4
1.6082869075504918,1.0,0.3363497502394011,4.41
1.617330619378533,1.0,0.3429531805582674,4.42
1.6261007211166005,1.0,0.34949090565273455,4.43
1.6345989289046523,1.0,0.35596357930157163,4.44
1.6428270640310634,1.0,0.36237184877698564,4.45
1.6507870487803233,1.0,0.3687163549091551,4.46
1.6584809019649034,1.0,0.3749977321497155,4.47
1.6659107344103279,1.0,0.38121660863451073,4.48
1.673078751116743,1.0,0.38737360632104745,4.49
1.6799872561733382,1.0,0.39346934075033724,4.5
1.6866386283029684,1.0,0.399504421639459,4.51
1.6930353223083,1.0,0.405479452487034,4.52
1.6991798671913043,1.0,0.41139503079214024,4.53
1.7050748620517029,1.0,0.4172517481108161,4.54
1.710722971985414,1.0,0.423050190112568,4.55
1.7161269321353914,1.0,0.4287909366443572,4.56
1.721289571909344,1.0,0.4344745618131027,4.57
1.726213751015939,1.0,0.44010163398723146,4.58
1.7309023765028022,1.0,0.44567271587259233,4.59
1.7353584031638758,1.0,0.451188364573098,4.6
1.7395848295467278,1.0,0.4566491316473314,4.61
1.7435846939598654,1.0,0.46205556316514806,4.62
1.747361070480048,1.0,0.46740819976428455,4.63
1.750917064959598,1.0,0.47270757670696134,4.64
1.7542558110337134,1.0,0.4779542239364884,4.65
1.7573804661277799,1.0,0.48314866613386903,4.66
1.7602942074646826,1.0,0.48829142277440685,4.67
1.7630002459033105,1.0,0.4933830081558287,4.68
1.765501944246207,1.0,0.49842393125954576,4.69
1.767802615167128,1.0,0.5034146961236404,4.7
1.7699055634605105,1.0,0.5083558018256129,4.71
1.7718141068405049,1.0,0.5132477424993854,4.72
1.773531572730726,1.0,0.5180910073906596,4.73
1.7750612950540035,1.0,0.5228860809122691,4.74
1.7764066110221333,1.0,0.5276334426995374,4.75
1.7775708579256282,1.0,0.5323335676656317,4.76
1.778557369923469,1.0,0.5369869260569182,4.77
1.7793695191643448,1.0,0.5415939830426538,4.78
1.7800107067169326,1.0,0.5461551988318881,4.79
1.780484282678974,1.0,0.550671029534286,4.8
1.7807935878198986,1.0,0.5551419267443402,4.81
1.7809419510247602,1.0,0.5595683375898554,4.82
1.7809326865081638,1.0,0.5639507047828467,4.83
1.7807690910281933,1.0,0.5682894666704418,4.84
1.7804544411003402,1.0,0.5725850572857779,4.85
1.7799919902114325,1.0,0.5768379063989033,4.86
1.7793849801214696,1.0,0.5810484394805284,4.87
1.77863675581101,1.0,0.5852170770246402,4.88
1.7777505815629961,1.0,0.5893442357198656,4.89
1.776729673507746,1.0,0.5934303282818176,4.9
1.7755772230966111,1.0,0.5974757633415527,4.91
1.7742963950517743,1.0,0.6014809454919217,4.92
1.7728903253160457,1.0,0.6054462753339146,4.93
1.7713621190026592,1.0,0.6093721495230098,4.94
1.7697148483450709,1.0,0.61325896081552,4.95
1.7679515506467554,1.0,0.6171070981149418,4.96
1.766075284460274,1.0,0.6209169461141744,4.97
1.7640891319931054,1.0,0.6246888853109414,4.98
1.7619960772599284,1.0,0.6284232928855661,4.99
1.7597990702003792,1.0,0.6321205422880969,5.0
1.7575010259812223,1.0,0.6357810032752671,5.01
1.755104823552341,1.0,0.639405041952636,5.02
1.7526133042027254,1.0,0.6429930208167296,5.03
1.7500292701164644,1.0,0.64654529879718,5.04
1.7473554829287332,1.0,0.6500622312988673,5.05
1.7445946707521305,1.0,0.6535441701833093,5.06
1.7417496136641923,1.0,0.6569914631873229,5.07
1.7388230151882187,1.0,0.6604044548765562,5.08
1.7358175200791026,1.0,0.6637834865497123,5.09
1.7327357342318248,1.0,0.6671288961275473,5.1
1.7295802237724751,1.0,0.6704410181911737,5.11
1.7263535141492732,1.0,0.6737201840203627,5.12
1.7230580892235876,1.0,0.6769667216318487,5.13
1.7196963903609574,1.0,0.6801809558176318,5.14
1.716270815522111,1.0,0.6833632081832816,5.15
1.712783757439139,1.0,0.6865137968804186,5.16
1.7092376147397157,1.0,0.6896330365508672,5.17
1.7056346966413753,1.0,0.6927212391035592,5.18
1.7019772715130352,1.0,0.6957787133657583,5.19
1.6982675673842158,1.0,0.6988057651102656,5.2
1.6945077714802392,1.0,0.7018026970902492,5.21
1.6907000297574353,1.0,0.7047698090740705,5.22
1.6868464464383421,1.0,0.7077073978801124,5.23
1.68294908354691,1.0,0.710615757411606,5.24
1.6790099647745877,1.0,0.7134951786508438,5.25
1.6750311302345848,1.0,0.7163459491761454,5.26
1.6710145593744885,1.0,0.719168353915275,5.27
1.6669621782326145,1.0,0.7219626751078578,5.28
1.662875873926414,1.0,0.7247291921999711,5.29
1.658757494524822,1.0,0.7274681818758117,5.3
1.6546088489206046,1.0,0.7301799180893609,5.31
1.6504317067027074,1.0,0.7328646720960503,5.32
1.646227798028604,1.0,0.7355227124844276,5.33
1.6419988134966417,1.0,0.738154305207823,5.34
1.637746423588463,1.0,0.740759713385104,5.35
1.6334722896094507,1.0,0.7433391972017471,5.36
1.629178008618011,1.0,0.7458930145897852,5.37
1.624865140690759,1.0,0.7484214209362626,5.38
1.620535209872846,1.0,0.7509246691021796,5.39
1.6161897042939717,1.0,0.7534030094512851,5.4
1.6118300762843987,1.0,0.7558566898788653,5.41
1.6074577424909617,1.0,0.7582859558405367,5.42
1.6030740839930826,1.0,0.7606910503810353,5.43
1.5986804480660426,1.0,0.763072214136391,5.44
1.594278174813897,1.0,0.7654296849342406,5.45
1.589868562433819,1.0,0.7677636983857744,5.46
1.5854528687730334,1.0,0.7700744878912442,5.47
1.5810323193732745,1.0,0.7723622845406402,5.48
1.5766081077485659,1.0,0.7746273171398677,5.49
1.5721813956629933,1.0,0.7768698122369256,5.5
1.5677533134084856,1.0,0.7790899941480822,5.51
1.5633249600825898,1.0,0.781288084984052,5.52
1.558897403866249,1.0,0.7834643046761731,5.53
1.5544716904032998,1.0,0.7856188707978569,5.54
1.5500488493020794,1.0,0.7877519984334922,5.55
1.5456298679971296,1.0,0.7898639008721442,5.56
1.5412157049178967,1.0,0.7919547893079831,5.57
1.5368072903959662,1.0,0.7940248728505545,5.58
1.5324055270175423,1.0,0.7960743585490698,5.59
1.5280112899759297,1.0,0.7981034514166951,5.6
1.5236254274240129,1.0,0.8001123544548397,5.61
1.5192487608267384,1.0,0.8021012686774457,5.62
1.5148820853135931,1.0,0.8040703931352773,5.63
1.5105261700310861,1.0,0.8060199249402098,5.64
1.5061817676412976,1.0,0.8079500589175438,5.65
1.5018496154654943,1.0,0.8098609875981173,5.66
1.4975304157726859,1.0,0.811752902058607,5.67
1.4932248473123255,1.0,0.8136259914911104,5.68
1.4889335658896021,1.0,0.8154804432183745,5.69
1.4846572047842734,1.0,0.8173164427153851,5.7
1.4803963751694962,1.0,0.8191341736309582,5.71
1.4761516665306575,1.0,0.820933817809331,5.72
1.4719236470842068,1.0,0.822715555311752,5.73
1.4677128641964896,1.0,0.8244795644380715,5.74
1.4635198448025752,1.0,0.8262260217483324,5.75
1.459345096313896,1.0,0.8279551017141917,5.76
1.4551891068264398,1.0,0.829666976900026,5.77
1.4510523448784942,1.0,0.8313618184851603,5.78
1.4469352603044525,1.0,0.8330397959560563,5.79
1.4428382846568149,1.0,0.8347010771255007,5.8
1.4387618316278785,1.0,0.8363458281520315,5.81
1.4347062974714269,1.0,0.8379742135593661,5.82
1.4306720614244182,1.0,0.8395863962558269,5.83
1.4266594861286719,1.0,0.84118253755377,5.84
1.422668918052559,1.0,0.8427627971890125,5.85
1.4187006878943598,1.0,0.844327333338689,5.86
1.414755106187877,1.0,0.845876302228359,5.87
1.4108324676413284,1.0,0.8474098584867997,5.88
1.4069330550418273,1.0,0.8489281554636066,5.89
1.4030571366774138,1.0,0.8504313449918093,5.9
1.399204966735188,1.0,0.8519195774052821,5.91
1.3953767856994381,1.0,0.8533930015561557,5.92
1.3915728207497755,1.0,0.8548517648322252,5.93
1.3877932861592641,1.0,0.8562960131743633,5.94
1.3840383836925525,1.0,0.8577258910939278,5.95
1.3803083030040044,1.0,0.8591415416901745,5.96
1.376603221853341,1.0,0.860543106659629,5.97
1.37292329718675,1.0,0.8619307259031509,5.98
1.369268675572581,1.0,0.8633045379854258,5.99
1.3656394965615661,1.0,0.8646646802828328,6.0
1.36203588882589,1.0,0.8660112888132756,6.01
1.3584579705163458,1.0,0.867344498251787,6.02
1.3549058496194903,1.0,0.8686644419461363,6.03
1.351379624314801,1.0,0.8699712519324335,6.04
1.3478793833318323,1.0,0.8712650589507359,6.05
1.34440520630737,1.0,0.8725459924606536,6.06
1.3409571641425886,1.0,0.8738141806569555,6.07
1.3375353187928722,1.0,0.8750697504671049,6.08
1.3341397115550324,1.0,0.8763128271824493,6.09
1.3307703789861292,1.0,0.877543534969451,6.1
1.3274273535733367,1.0,0.8787619968952529,6.11
1.3241106599137904,1.0,0.8799683348102404,6.12
1.3208203150212363,1.0,0.8811626693620381,6.13
1.3175563286326868,1.0,0.8823451200095083,6.14
1.31431870351507,1.0,0.8835158050367466,6.15
1.3111074357718855,1.0,0.8846748415670803,6.16
1.307922515149853,1.0,0.8858223455770655,6.17
1.3047639253455676,1.0,0.8869584319104838,6.18
1.3016316429376698,1.0,0.8880832142533016,6.19
1.2985256226154367,1.0,0.8891968047194169,6.2
1.2954458210782975,1.0,0.8902993145347461,6.21
1.2923921935611602,1.0,0.8913908539438233,6.22
1.2893646899603197,1.0,0.8924715321050557,6.23
1.2863632551028847,1.0,0.8935414571036618,6.24
1.2833878290162015,1.0,0.8946007359646138,6.25
1.280438347197279,1.0,0.8956494746655751,6.26
1.2775147408822152,1.0,0.8966877781498417,6.27
1.2746169373156215,1.0,0.8977157503392819,6.28
1.2717448600200505,1.0,0.8987334941472753,6.29
1.268898429065416,1.0,0.8997411114916543,6.3
1.2660775613384234,1.0,0.9007387033076422,6.31
1.2632821700075727,1.0,0.901726369539173,6.32
1.2605121392248488,1.0,0.9027042084646156,6.33
1.2577673563575273,1.0,0.9036723175688057,6.34
1.2550477158794386,1.0,0.9046307936533344,6.35
1.2523531090274664,1.0,0.9055797325642315,6.36
1.2496834240070884,1.0,0.9065192292031876,6.37
1.2470385461979165,1.0,0.9074493775387783,6.38
1.2444183583592354,1.0,0.9083702706176859,6.39
1.2418227408355438,1.0,0.9092820005759223,6.4
1.2392515717620955,1.0,0.9101846586500524,6.41
1.2367047272704363,1.0,0.9110783351884157,6.42
1.234182081693947,1.0,0.9119631196623506,6.43
1.2316835077733816,1.0,0.9128391006774159,6.44
1.2292088768073268,1.0,0.9137063659831289,6.45
1.2267580416274324,1.0,0.9145650020195354,6.46
1.2243308516900877,1.0,0.9154150943298693,6.47
1.221927165976679,1.0,0.916256727914116,6.48
1.2195468418242377,1.0,0.9170899869334866,6.49
1.2171897350814225,1.0,0.9179149547203043,6.5
1.2148557002645028,1.0,0.9187317137878906,6.51
1.2125445907133425,1.0,0.9195403458404521,6.52
1.210256258747383,1.0,0.9203409317829663,6.53
1.2079905558216255,1.0,0.9211335517310681,6.54
1.205747332682615,1.0,0.9219182850209371,6.55
1.203526439524423,1.0,0.9226952102191824,6.56
1.2013277261446305,1.0,0.9234644051327302,6.57
1.199151042100312,1.0,0.9242259468187095,6.58
1.1969962258071773,1.0,0.9249799112773217,6.59
1.194863107108845,1.0,0.9257263735309197,6.6
1.1927515276980158,1.0,0.926465408214929,6.61
1.190661328812571,1.0,0.9271970892304904,6.62
1.1885923512645629,1.0,0.9279214897507047,6.63
1.186544435553557,1.0,0.928638682229296,6.64
1.184517421979973,1.0,0.929348738409277,6.65
1.1825111507584236,1.0,0.9300517293316106,6.66
1.1805254621310564,1.0,0.9307477253438754,6.67
1.1785601964808936,1.0,0.9314367961089287,6.68
1.176615194445173,1.0,0.9321190106135704,6.69
1.174690297028688,1.0,0.932794437177206,6.7
1.172785345717129,1.0,0.9334631434605122,6.71
1.1709001761879947,1.0,0.9341251962798907,6.72
1.16903461344174,1.0,0.9347806614650063,6.73
1.1671884940346806,1.0,0.9354296045384128,6.74
1.1653616552168045,1.0,0.9360720903912914,6.75
1.1635539344891002,1.0,0.9367081832752481,6.76
1.1617651696814781,1.0,0.9373379468099036,6.77
1.159995199030689,1.0,0.9379614439904824,6.78
1.158243861258242,1.0,0.9385787371954021,6.79
1.1565109956483253,1.0,0.9391898881938627,6.8
1.1547964421257253,1.0,0.9397949581534356,6.81
1.1531000413337456,1.0,0.9403940076476537,6.82
1.1514216347121267,1.0,0.9409870966635994,6.83
1.1497610645749647,1.0,0.9415742846094953,6.84
1.1481181711882475,1.0,0.9421556302133132,6.85
1.146492785611453,1.0,0.9427311912675269,6.86
1.1448847476082136,1.0,0.9433010252844201,6.87
1.143293898575146,1.0,0.943865189244007,6.88
1.1417200806002377,1.0,0.9444237395645908,6.89
1.140163136515135,1.0,0.9449767321094221,6.9
1.138622909947439,1.0,0.9455242221933567,6.91
1.1370992453729958,1.0,0.9460662645895153,6.92
1.1355919881681904,1.0,0.9466029135359401,6.93
1.1341009846622379,1.0,0.9471342227422556,6.94
