Antigen_expressing_cells_1_task1,Effector_cells_3_task1,Regulatory_cells_2_task1,time_task1
1.0,1.0,1.0,13.600000000000001
1.0,1.0,1.0,13.8
1.0,1.0,1.0,14.0
1.0,1.0,1.0,14.200000000000001
1.0,1.0,1.0,14.4
1.0,1.0,1.0,14.600000000000001
1.0,1.0,1.0,14.8
1.0,1.0,1.0,15.0
1.0,1.0,1.0,15.200000000000001
1.0,1.0,1.0,15.4
1.0,1.0,1.0,15.600000000000001
1.0,1.0,1.0,15.8
1.0,1.0,1.0,16.0
1.0,1.0,1.0,16.2
1.0,1.0,1.0,16.400000000000002
1.0,1.0,1.0,16.6
1.0,1.0,1.0,16.8
1.0,1.0,1.0,17.0
1.0,1.0,1.0,17.2
1.0,1.0,1.0,17.400000000000002
1.0,1.0,1.0,17.6
1.0,1.0,1.0,17.8
1.0,1.0,1.0,18.0
1.0,1.0,1.0,18.2
1.0,1.0,1.0,18.400000000000002
1.0,1.0,1.0,18.6
1.0,1.0,1.0,18.8
1.0,1.0,1.0,19.0
1.0,1.0,1.0,19.200000000000003
1.0,1.0,1.0,19.400000000000002
1.0,1.0,1.0,19.6
1.0,1.0,1.0,19.8
1.0,1.0,1.0,20.0
1.0,1.0,1.0,20.200000000000003
1.0,1.0,1.0,20.400000000000002
1.0,1.0,1.0,20.6
1.0,1.0,1.0,20.8
1.0,1.0,1.0,21.0
1.0,1.0,1.0,21.200000000000003
1.0,1.0,1.0,21.400000000000002
1.0,1.0,1.0,21.6
1.0,1.0,1.0,21.8
1.0,1.0,1.0,22.0
1.0,1.0,1.0,22.200000000000003
1.0,1.0,1.0,22.400000000000002
1.0,1.0,1.0,22.6
1.0,1.0,1.0,22.8
1.0,1.0,1.0,23.0
1.0,1.0,1.0,23.200000000000003
1.0,1.0,1.0,23.400000000000002
1.0,1.0,1.0,23.6
1.0,1.0,1.0,23.8
1.0,1.0,1.0,24.0
1.0,1.0,1.0,24.200000000000003
1.0,1.0,1.0,24.400000000000002
1.0,1.0,1.0,24.6
1.0,1.0,1.0,24.8
1.0,1.0,1.0,25.0
1.0,1.0,1.0,25.200000000000003
1.0,1.0,1.0,25.400000000000002
1.0,1.0,1.0,25.6
1.0,1.0,1.0,25.8
1.0,1.0,1.0,26.0
1.0,1.0,1.0,26.200000000000003
1.0,1.0,1.0,26.400000000000002
1.0,1.0,1.0,26.6
1.0,1.0,1.0,26.8
1.0,1.0,1.0,27.0
1.0,1.0,1.0,27.200000000000003
1.0,1.0,1.0,27.400000000000002
1.0,1.0,1.0,27.6
1.0,1.0,1.0,27.8
1.0,1.0,1.0,28.0
1.0,1.0,1.0,28.200000000000003
1.0,1.0,1.0,28.400000000000002
1.0,1.0,1.0,28.6
1.0,1.0,1.0,28.8
1.0,1.0,1.0,29.0
1.0,1.0,1.0,29.200000000000003
1.0,1.0,1.0,29.400000000000002
1.0,1.0,1.0,29.6
1.0,1.0,1.0,29.8
1.0,1.0,1.0,30.0
1.0,1.0,1.0,30.200000000000003
1.0,1.0,1.0,30.400000000000002
1.0,1.0,1.0,30.6
1.0,1.0,1.0,30.8
1.0,1.0,1.0,31.0
1.0,1.0,1.0,31.200000000000003
1.0,1.0,1.0,31.400000000000002
1.0,1.0,1.0,31.6
1.0,1.0,1.0,31.8
1.0,1.0,1.0,32.0
1.0,1.0,1.0,32.2
1.0,1.0,1.0,32.4
1.0,1.0,1.0,32.6
1.0,1.0,1.0,32.800000000000004
1.0,1.0,1.0,33.0
1.0,1.0,1.0,33.2
1.0,1.0,1.0,33.4
1.0,1.0,1.0,33.6
1.0,1.0,1.0,33.800000000000004
1.0,1.0,1.0,34.0
1.0,1.0,1.0,34.2
1.0,1.0,1.0,34.4
1.0,1.0,1.0,34.6
1.0,1.0,1.0,34.800000000000004
1.0,1.0,1.0,35.0
1.0,1.0,1.0,35.2
1.0,1.0,1.0,35.4
1.0,1.0,1.0,35.6
1.0,1.0,1.0,35.800000000000004
1.0,1.0,1.0,36.0
1.0,1.0,1.0,36.2
1.0,1.0,1.0,36.4
1.0,1.0,1.0,36.6
1.0,1.0,1.0,36.800000000000004
1.0,1.0,1.0,37.0
1.0,1.0,1.0,37.2
1.0,1.0,1.0,37.4
1.0,1.0,1.0,37.6
1.0,1.0,1.0,37.800000000000004
1.0,1.0,1.0,38.0
1.0,1.0,1.0,38.2
1.0,1.0,1.0,38.400000000000006
1.0,1.0,1.0,38.6
1.0,1.0,1.0,38.800000000000004
1.0,1.0,1.0,39.0
1.0,1.0,1.0,39.2
1.0,1.0,1.0,39.400000000000006
1.0,1.0,1.0,39.6
1.0,1.0,1.0,39.800000000000004
1.0,1.0,1.0,40.0
1.0,1.0,1.0,40.2
1.0,1.0,1.0,40.400000000000006
1.0,1.0,1.0,40.6
1.0,1.0,1.0,40.800000000000004
1.0,1.0,1.0,41.0
1.0,1.0,1.0,41.2
1.0,1.0,1.0,41.400000000000006
1.0,1.0,1.0,41.6
1.0,1.0,1.0,41.800000000000004
1.0,1.0,1.0,42.0
1.0,1.0,1.0,42.2
1.0,1.0,1.0,42.400000000000006
1.0,1.0,1.0,42.6
1.0,1.0,1.0,42.800000000000004
1.0,1.0,1.0,43.0
1.0,1.0,1.0,43.2
1.0,1.0,1.0,43.400000000000006
1.0,1.0,1.0,43.6
1.0,1.0,1.0,43.800000000000004
1.0,1.0,1.0,44.0
1.0,1.0,1.0,44.2
1.0,1.0,1.0,44.400000000000006
1.0,1.0,1.0,44.6
1.0,1.0,1.0,44.800000000000004
1.0,1.0,1.0,45.0
1.0,1.0,1.0,45.2
1.0,1.0,1.0,45.400000000000006
1.0,1.0,1.0,45.6
1.0,1.0,1.0,45.800000000000004
1.0,1.0,1.0,46.0
1.0,1.0,1.0,46.2
1.0,1.0,1.0,46.400000000000006
1.0,1.0,1.0,46.6
1.0,1.0,1.0,46.800000000000004
1.0,1.0,1.0,47.0
1.0,1.0,1.0,47.2
1.0,1.0,1.0,47.400000000000006
1.0,1.0,1.0,47.6
1.0,1.0,1.0,47.800000000000004
1.0,1.0,1.0,48.0
1.0,1.0,1.0,48.2
1.0,1.0,1.0,48.400000000000006
1.0,1.0,1.0,48.6
1.0,1.0,1.0,48.800000000000004
1.0,1.0,1.0,49.0
1.0,1.0,1.0,49.2
1.0,1.0,1.0,49.400000000000006
1.0,1.0,1.0,49.6
1.0,1.0,1.0,49.800000000000004
1.0,1.0,1.0,50.0
1.0,1.0,1.0,50.2
1.0,1.0,1.0,50.400000000000006
1.0,1.0,1.0,50.6
1.0,1.0,1.0,50.800000000000004
1.0,1.0,1.0,51.0
1.0,1.0,1.0,51.2
1.0,1.0,1.0,51.400000000000006
1.0,1.0,1.0,51.6
1.0,1.0,1.0,51.800000000000004
1.0,1.0,1.0,52.0
1.0,1.0,1.0,52.2
1.0,1.0,1.0,52.400000000000006
1.0,1.0,1.0,52.6
1.0,1.0,1.0,52.800000000000004
1.0,1.0,1.0,53.0
1.0,1.0,1.0,53.2
1.0,1.0,1.0,53.400000000000006
1.0,1.0,1.0,53.6
1.0,1.0,1.0,53.800000000000004
1.0,1.0,1.0,54.0
1.0,1.0,1.0,54.2
1.0,1.0,1.0,54.400000000000006
1.0,1.0,1.0,54.6
1.0,1.0,1.0,54.800000000000004
1.0,1.0,1.0,55.0
1.0,1.0,1.0,55.2
1.0,1.0,1.0,55.400000000000006
1.0,1.0,1.0,55.6
1.0,1.0,1.0,55.800000000000004
1.0,1.0,1.0,56.0
1.0,1.0,1.0,56.2
1.0,1.0,1.0,56.400000000000006
1.0,1.0,1.0,56.6
1.0,1.0,1.0,56.800000000000004
1.0,1.0,1.0,57.0
1.0,1.0,1.0,57.2
1.0,1.0,1.0,57.400000000000006
1.0,1.0,1.0,57.6
1.0,1.0,1.0,57.800000000000004
1.0,1.0,1.0,58.0
1.0,1.0,1.0,58.2
1.0,1.0,1.0,58.400000000000006
1.0,1.0,1.0,58.6
1.0,1.0,1.0,58.800000000000004
1.0,1.0,1.0,59.0
1.0,1.0,1.0,59.2
1.0,1.0,1.0,59.400000000000006
1.0,1.0,1.0,59.6
1.0,1.0,1.0,59.800000000000004
1.0,1.0,1.0,60.0
1.0,1.0,1.0,60.2
1.0,1.0,1.0,60.400000000000006
1.0,1.0,1.0,60.6
1.0,1.0,1.0,60.800000000000004
1.0,1.0,1.0,61.0
1.0,1.0,1.0,61.2
1.0,1.0,1.0,61.400000000000006
1.0,1.0,1.0,61.6
1.0,1.0,1.0,61.800000000000004
1.0,1.0,1.0,62.0
1.0,1.0,1.0,62.2
1.0,1.0,1.0,62.400000000000006
1.0,1.0,1.0,62.6
1.0,1.0,1.0,62.800000000000004
1.0,1.0,1.0,63.0
1.0,1.0,1.0,63.2
1.0,1.0,1.0,63.400000000000006
1.0,1.0,1.0,63.6
1.0,1.0,1.0,63.800000000000004
1.0,1.0,1.0,64.0
1.0,1.0,1.0,64.2
1.0,1.0,1.0,64.4
1.0,1.0,1.0,64.60000000000001
1.0,1.0,1.0,64.8
1.0,1.0,1.0,65.0
1.0,1.0,1.0,65.2
1.0,1.0,1.0,65.4
1.0,1.0,1.0,65.60000000000001
1.0,1.0,1.0,65.8
1.0,1.0,1.0,66.0
1.0,1.0,1.0,66.2
1.0,1.0,1.0,66.4
1.0,1.0,1.0,66.60000000000001
1.0,1.0,1.0,66.8
1.0,1.0,1.0,67.0
1.0,1.0,1.0,67.2
1.0,1.0,1.0,67.4
1.0,1.0,1.0,67.60000000000001
1.0,1.0,1.0,67.8
1.0,1.0,1.0,68.0
1.0,1.0,1.0,68.2
1.0,1.0,1.0,68.4
1.0,1.0,1.0,68.60000000000001
1.0,1.0,1.0,68.8
1.0,1.0,1.0,69.0
1.0,1.0,1.0,69.2
1.0,1.0,1.0,69.4
1.0,1.0,1.0,69.60000000000001
1.0,1.0,1.0,69.8
1.0,1.0,1.0,70.0
1.0,1.0,1.0,70.2
1.0,1.0,1.0,70.4
1.0,1.0,1.0,70.60000000000001
1.0,1.0,1.0,70.8
1.0,1.0,1.0,71.0
1.0,1.0,1.0,71.2
1.0,1.0,1.0,71.4
1.0,1.0,1.0,71.60000000000001
1.0,1.0,1.0,71.8
1.0,1.0,1.0,72.0
1.0,1.0,1.0,72.2
1.0,1.0,1.0,72.4
1.0,1.0,1.0,72.60000000000001
1.0,1.0,1.0,72.8
1.0,1.0,1.0,73.0
1.0,1.0,1.0,73.2
1.0,1.0,1.0,73.4
1.0,1.0,1.0,73.60000000000001
1.0,1.0,1.0,73.8
1.0,1.0,1.0,74.0
1.0,1.0,1.0,74.2
1.0,1.0,1.0,74.4
1.0,1.0,1.0,74.60000000000001
1.0,1.0,1.0,74.8
1.0,1.0,1.0,75.0
1.0,1.0,1.0,75.2
1.0,1.0,1.0,75.4
1.0,1.0,1.0,75.60000000000001
1.0,1.0,1.0,75.8
1.0,1.0,1.0,76.0
1.0,1.0,1.0,76.2
1.0,1.0,1.0,76.4
1.0,1.0,1.0,76.60000000000001
1.0,1.0,1.0,76.80000000000001
1.0,1.0,1.0,77.0
1.0,1.0,1.0,77.2
1.0,1.0,1.0,77.4
1.0,1.0,1.0,77.60000000000001
1.0,1.0,1.0,77.80000000000001
1.0,1.0,1.0,78.0
1.0,1.0,1.0,78.2
1.0,1.0,1.0,78.4
1.0,1.0,1.0,78.60000000000001
1.0,1.0,1.0,78.80000000000001
1.0,1.0,1.0,79.0
1.0,1.0,1.0,79.2
1.0,1.0,1.0,79.4
1.0,1.0,1.0,79.60000000000001
1.0,1.0,1.0,79.80000000000001
1.0,1.0,1.0,80.0
1.0,1.0,1.0,80.2
1.0,1.0,1.0,80.4
1.0,1.0,1.0,80.60000000000001
1.0,1.0,1.0,80.80000000000001
1.0,1.0,1.0,81.0
1.0,1.0,1.0,81.2
1.0,1.0,1.0,81.4
1.0,1.0,1.0,81.60000000000001
1.0,1.0,1.0,81.80000000000001
1.0,1.0,1.0,82.0
1.0,1.0,1.0,82.2
1.0,1.0,1.0,82.4
1.0,1.0,1.0,82.60000000000001
1.0,1.0,1.0,82.80000000000001
1.0,1.0,1.0,83.0
1.0,1.0,1.0,83.2
1.0,1.0,1.0,83.4
1.0,1.0,1.0,83.60000000000001
1.0,1.0,1.0,83.80000000000001
1.0,1.0,1.0,84.0
1.0,1.0,1.0,84.2
1.0,1.0,1.0,84.4
1.0,1.0,1.0,84.60000000000001
1.0,1.0,1.0,84.80000000000001
1.0,1.0,1.0,85.0
1.0,1.0,1.0,85.2
1.0,1.0,1.0,85.4
1.0,1.0,1.0,85.60000000000001
1.0,1.0,1.0,85.80000000000001
1.0,1.0,1.0,86.0
1.0,1.0,1.0,86.2
1.0,1.0,1.0,86.4
1.0,1.0,1.0,86.60000000000001
1.0,1.0,1.0,86.80000000000001
1.0,1.0,1.0,87.0
1.0,1.0,1.0,87.2
1.0,1.0,1.0,87.4
1.0,1.0,1.0,87.60000000000001
1.0,1.0,1.0,87.80000000000001
1.0,1.0,1.0,88.0
1.0,1.0,1.0,88.2
1.0,1.0,1.0,88.4
1.0,1.0,1.0,88.60000000000001
1.0,1.0,1.0,88.80000000000001
1.0,1.0,1.0,89.0
1.0,1.0,1.0,89.2
1.0,1.0,1.0,89.4
1.0,1.0,1.0,89.60000000000001
1.0,1.0,1.0,89.80000000000001
1.0,1.0,1.0,90.0
1.0,1.0,1.0,90.2
1.0,1.0,1.0,90.4
1.0,1.0,1.0,90.60000000000001
1.0,1.0,1.0,90.80000000000001
1.0,1.0,1.0,91.0
1.0,1.0,1.0,91.2
1.0,1.0,1.0,91.4
1.0,1.0,1.0,91.60000000000001
1.0,1.0,1.0,91.80000000000001
1.0,1.0,1.0,92.0
1.0,1.0,1.0,92.2
1.0,1.0,1.0,92.4
1.0,1.0,1.0,92.60000000000001
1.0,1.0,1.0,92.80000000000001
1.0,1.0,1.0,93.0
1.0,1.0,1.0,93.2
1.0,1.0,1.0,93.4
1.0,1.0,1.0,93.60000000000001
1.0,1.0,1.0,93.80000000000001
1.0,1.0,1.0,94.0
1.0,1.0,1.0,94.2
1.0,1.0,1.0,94.4
1.0,1.0,1.0,94.60000000000001
1.0,1.0,1.0,94.80000000000001
1.0,1.0,1.0,95.0
1.0,1.0,1.0,95.2
1.0,1.0,1.0,95.4
1.0,1.0,1.0,95.60000000000001
1.0,1.0,1.0,95.80000000000001
1.0,1.0,1.0,96.0
1.0,1.0,1.0,96.2
1.0,1.0,1.0,96.4
1.0,1.0,1.0,96.60000000000001
1.0,1.0,1.0,96.80000000000001
1.0,1.0,1.0,97.0
1.0,1.0,1.0,97.2
1.0,1.0,1.0,97.4
1.0,1.0,1.0,97.60000000000001
1.0,1.0,1.0,97.80000000000001
1.0,1.0,1.0,98.0
1.0,1.0,1.0,98.2
1.0,1.0,1.0,98.4
1.0,1.0,1.0,98.60000000000001
1.0,1.0,1.0,98.80000000000001
1.0,1.0,1.0,99.0
1.0,1.0,1.0,99.2
1.0,1.0,1.0,99.4
1.0,1.0,1.0,99.60000000000001
1.0,1.0,1.0,99.80000000000001
1.0,1.000000247228016,1.0000002474756113,100.0
1.2000000000000028,1.017356778668631,1.01873221347867,100.2
1.4000000000000057,1.0593773120632484,1.0703218508932317,100.4
1.6000000000000085,1.1130124596413404,1.1488126926660152,100.60000000000001
1.8000000000000114,1.1686929309183685,1.2493298507488553,100.80000000000001
2.0,1.2203421615208352,1.3678799769008547,101.0
2.200000000000003,1.2646977316407715,1.501193871562112,101.2
2.4000000000000057,1.3004840494112346,1.6465962965897052,101.4
2.6000000000000085,1.327663629618182,1.8018963211191097,101.60000000000001
2.8000000000000114,1.3468882055387954,1.9652987199434215,101.80000000000001
3.0,1.359157260391357,2.1353352312549445,102.0
3.200000000000003,1.3655682554490052,2.310803189027314,102.2
3.4000000000000057,1.367196787412718,2.490718038523093,102.4
3.6000000000000085,1.3650281788939238,2.674274079844841,102.60000000000001
3.8000000000000114,1.3599209321625731,2.8608110053616325,102.80000000000001
4.0,1.3526032728746942,3.0497877961627355,103.0
4.200000000000003,1.3436855309942501,3.2407625417681087,103.2
4.400000000000006,1.3336690109528229,3.433373631736309,103.4
4.6000000000000085,1.322950934052182,3.6273242565653754,103.60000000000001
4.800000000000011,1.3118429093075532,3.8223712962684497,103.80000000000001
5.0,1.3005902081597658,4.018316094328664,104.0
5.200000000000003,1.2893806872618332,4.214996029194347,104.2
5.400000000000006,1.2783538717615657,4.4122779011099915,104.4
5.6000000000000085,1.2676111570535629,4.610052698119076,104.60000000000001
5.800000000000011,1.257223540068286,4.8082310761617535,104.80000000000001
6.0,1.2472385587943273,5.006739828825512,105.0
6.200000000000003,1.2376858751294244,5.205518610367567,105.2
6.400000000000006,1.2285811029086882,5.404518489745951,105.4
6.6000000000000085,1.2199283585481024,5.603699536377295,105.60000000000001
6.800000000000011,1.2117231713942818,5.803029019689597,105.80000000000001
7.0,1.2039549586595144,6.002480111617582,106.0
7.200000000000003,1.1966090493182344,6.202030711559684,106.2
7.400000000000006,1.1896683287511036,6.401662718121196,106.4
7.6000000000000085,1.1831140169012309,6.601361381115704,106.60000000000001
7.800000000000011,1.1769262390102908,6.801114639364484,106.80000000000001
8.0,1.171084620005332,7.000912624734196,107.0
8.200000000000003,1.1655687691552923,7.200747241226238,107.2
8.400000000000006,1.1603585990492047,7.400611961327124,107.4
8.600000000000009,1.1554347606945836,7.600501478300991,107.60000000000001
8.800000000000011,1.1507792090774072,7.800411026546613,107.80000000000001
9.0,1.146373325421292,8.00033785073614,108.0
9.200000000000003,1.1422019920579818,8.200277825185825,108.2
9.400000000000006,1.1382501300706933,8.400228125057689,108.4
9.600000000000009,1.134502780434728,8.60018705885013,108.60000000000001
9.800000000000011,1.130946385147442,8.800152949945874,108.80000000000001
10.0,1.1275677047937256,9.000124900954646,109.0
10.200000000000003,1.1243556434880981,9.200101271086357,109.2
10.400000000000006,1.1212983320060264,9.400081854562238,109.4
10.600000000000009,1.1183848503372473,9.6000664752926,109.60000000000001
10.800000000000011,1.1156064239257681,9.800054053774709,109.80000000000001
11.0,1.1129540173843313,10.000044290824974,110.0
11.200000000000003,1.110419760121471,10.20003660993827,110.2
11.400000000000006,1.107996666056878,10.400030247140938,110.4
11.600000000000009,1.1056776161948023,10.600025071141546,110.60000000000001
11.800000000000011,1.1034565343888638,10.800020605201274,110.80000000000001
12.0,1.1013277237034045,11.000016796032833,111.0
12.200000000000003,1.0992857453349278,11.200013636431105,111.2
12.400000000000006,1.0973254642697516,11.400010978116644,111.4
12.600000000000009,1.0954420577468298,11.60000888085707,111.60000000000001
12.800000000000011,1.0936312257833924,11.800007133910542,111.80000000000001
13.0,1.0918884756341545,12.00000574196647,112.0
13.200000000000003,1.0902095472358435,12.200004662209395,112.2
13.400000000000006,1.088592030012754,12.400003781710197,112.4
13.600000000000009,1.0870319489647786,12.600003076800036,112.60000000000001
13.800000000000011,1.0855259452960717,12.800002511208952,112.80000000000001
14.0,1.0840717886725286,13.00000203929439,113.0
14.200000000000003,1.0826667257900031,13.200001644103661,113.2
14.400000000000006,1.0813081572008798,13.400001323920174,113.4
14.600000000000009,1.0799938918408383,13.600001055046931,113.60000000000001
14.800000000000011,1.078721903198341,13.800000818772006,113.80000000000001
15.0,1.0774901372974977,14.000000633571533,114.0
15.200000000000003,1.0762967317674461,14.200000498430432,114.2
15.400000000000006,1.0751399582210288,14.400000384099146,114.4
15.600000000000009,1.0740181131203679,14.600000300953464,114.60000000000001
15.800000000000011,1.072929589098408,14.80000024384219,114.80000000000001
16.0,1.0718730196284856,15.00000021041384,115.0
16.200000000000003,1.0708469133308443,15.200000189214853,115.2
16.400000000000006,1.0698498844433906,15.400000166128924,115.4
16.60000000000001,1.068880807138614,15.600000154449678,115.60000000000001
16.80000000000001,1.0679384677814596,15.80000014496117,115.80000000000001
17.0,1.0670217230136096,16.000000129831626,116.0
17.200000000000003,1.0661295508775834,16.200000110786057,116.2
17.400000000000006,1.0652609924113863,16.400000091486593,116.4
17.60000000000001,1.0644151112484066,16.60000007253526,116.60000000000001
17.80000000000001,1.0635910322850644,16.800000055467084,116.80000000000001
18.0,1.0627879123473944,17.00000003684667,117.0
18.200000000000003,1.0620049720171618,17.20000002242861,117.2
18.400000000000006,1.0612414615825274,17.4000000148421,117.4
18.60000000000001,1.0604966587437599,17.60000000895523,117.60000000000001
18.80000000000001,1.0597698748262365,17.80000000658009,117.80000000000001
19.0,1.0590604427717627,18.00000000580465,118.0
19.200000000000003,1.0583678470763396,18.200000017184266,118.2
19.400000000000006,1.0576914708378857,18.400000037346103,118.4
19.60000000000001,1.0570307284644946,18.600000063154493,118.60000000000001
19.80000000000001,1.0563850483563595,18.80000009009758,118.80000000000001
20.0,1.0557538582522057,19.00000011095424,119.0
20.200000000000003,1.0551365788609028,19.2000001153324,119.2
20.400000000000006,1.0545330442816379,19.400000135295947,119.4
20.60000000000001,1.0539429256079949,19.600000183346047,119.60000000000001
20.80000000000001,1.053365545222516,19.80000023259295,119.80000000000001
21.0,1.052800424714855,20.00000027615134,120.0
21.200000000000003,1.0522470721443167,20.20000030439301,120.2
21.400000000000006,1.0517049765185082,20.400000304576526,120.4
21.60000000000001,1.051173769305901,20.600000275943867,120.60000000000001
21.80000000000001,1.0506535426157808,20.800000259323912,120.80000000000001
22.0,1.0501437068516715,21.00000023149567,121.0
22.200000000000003,1.0496439766232997,21.200000196621755,121.2
22.400000000000006,1.049154100124917,21.400000161330595,121.4
22.60000000000001,1.0486737220740407,21.60000011533899,121.60000000000001
22.80000000000001,1.0482026428511593,21.800000068202735,121.80000000000001
23.0,1.0477406686002506,22.000000028120372,122.0
23.200000000000003,1.0472876204371477,22.200000003277154,122.2
23.400000000000006,1.0468432049388152,22.399999988871105,122.4
23.60000000000001,1.04640707421813,22.599999973424374,122.60000000000001
23.80000000000001,1.0459790906485376,22.799999966382188,122.80000000000001
24.0,1.045559022933032,22.99999996656033,123.0
24.200000000000003,1.0451466391994457,23.19999997193343,123.2
24.400000000000006,1.0447417618771815,23.399999985914718,123.4
24.60000000000001,1.0443441343497464,23.60000000238674,123.60000000000001
24.80000000000001,1.0439535190659814,23.800000016862047,123.80000000000001
25.0,1.043569669758935,24.000000023431532,124.0
25.200000000000003,1.0431924958022907,24.200000030453356,124.2
25.400000000000006,1.0428218292536808,24.400000038438712,124.4
25.60000000000001,1.0424574466834153,24.60000004217973,124.60000000000001
25.80000000000001,1.0420991759946827,24.80000004096394,124.80000000000001
26.0,1.041746864136348,25.0000000350463,125.0
26.200000000000003,1.0414003925768693,25.200000026468462,125.2
26.400000000000006,1.0410596170551654,25.400000016208715,125.4
26.60000000000001,1.0407244212871827,25.600000006853875,125.60000000000001
26.80000000000001,1.0403947032240741,25.800000002002864,125.80000000000001
27.0,1.0400702532991033,25.999999993163218,126.0
27.200000000000003,1.0397509898362531,26.19999998515125,126.2
27.400000000000006,1.0394368087422192,26.399999979910163,126.4
27.60000000000001,1.0391276039245907,26.599999978733322,126.60000000000001
27.80000000000001,1.0388232482114128,26.799999980452714,126.80000000000001
28.0,1.0385236091223802,26.99999998301913,127.0
28.200000000000003,1.0382285844639945,27.199999987045214,127.2
28.400000000000006,1.0379380558406284,27.399999991221005,127.4
28.60000000000001,1.0376519086432432,27.599999994303037,127.60000000000001
28.80000000000001,1.0373700846386131,27.800000000270796,127.80000000000001
29.0,1.0370924527500296,28.000000005716913,128.0
29.200000000000017,1.0368189084792372,28.200000009580165,128.20000000000002
29.400000000000006,1.036549347633341,28.400000010595424,128.4
29.599999999999994,1.0362837068396007,28.60000001096868,128.6
29.80000000000001,1.036021902151565,28.800000010847274,128.8
30.0,1.0357638438247234,29.000000009669773,129.0
30.200000000000017,1.0355094558407145,29.200000007945185,129.20000000000002
30.400000000000006,1.0352586613904367,29.400000005788268,129.4
30.599999999999994,1.0350113780178034,29.600000002348914,129.6
30.80000000000001,1.0347675443528979,29.79999999900649,129.8
31.0,1.0345270962552873,29.999999996534147,130.0
31.200000000000017,1.034289973552481,30.19999999591016,130.20000000000002
31.400000000000006,1.0340560314974718,30.39999999007445,130.4
31.599999999999994,1.033825246908689,30.599999982976943,130.6
31.80000000000001,1.0335975639883022,30.799999975381418,130.8
32.0,1.033372928035466,30.999999967959138,131.0
32.20000000000002,1.0331512883416578,31.19999996155707,131.20000000000002
32.400000000000006,1.0329325981906772,31.39999995719763,131.4
32.599999999999994,1.0327168148586463,31.59999995607891,131.6
32.80000000000001,1.0325038996140097,31.799999959574585,131.8
33.0,1.0322936476789957,31.999999955996625,132.0
33.20000000000002,1.032086058380778,32.199999949411094,132.20000000000002
33.400000000000006,1.0318811267004446,32.3999999434104,132.4
33.599999999999994,1.0316788098175265,32.599999938509036,132.6
33.80000000000001,1.0314790676686902,32.79999993530092,132.8
34.0,1.031281862947739,32.9999999344593,133.0
34.20000000000002,1.0310871611056118,33.19999993673696,133.20000000000002
34.400000000000006,1.0308949303503845,33.399999942966005,133.4
34.599999999999994,1.030705027867051,33.599999947076924,133.6
34.80000000000001,1.0305173897457112,33.799999947751786,133.8
35.0,1.03033204088582,33.9999999490318,134.0
35.20000000000002,1.0301489425312829,34.19999995096292,134.20000000000002
35.400000000000006,1.029968057430483,34.39999995359353,134.4
35.599999999999994,1.0297893498362831,34.599999956974656,134.6
35.80000000000001,1.0296127855060235,34.79999996115991,134.8
